6,5,28,10,38
5,4,31,11,42
4,6,32,21,53
5,10,22,25,47
8,5,29,16,45
4,11,20,26,46
5,16,26,31,57
3,8,20,26,46
3,14,25,45,70
5,13,21,29,50
3,15,21,26,47
8,10,23,14,37